paper_id,title,authors,year,source,doi_or_url,doi,url,arxiv_id,pdf_path,pdf_exists,note_path,note_exists,is_agent,inclusion_status,exclusion_reason,legacy_main_class,legacy_secondary_class,legacy_tertiary_class,secondary_class_source,secondary_class_confidence,secondary_class_review_status,fourth_level_topic,new_fourth_level,agent_type,research_workflow_role,validation_type,scientific_contribution_type,evidence_strength,citation_priority,scientific_object_modules,general_method_bucket,object_coverage_mode,primary_module_for_filing,primary_module_confidence,primary_module_assignment_rule,primary_module_override_reason,classification_source_field,classification_source_confidence,classification_parser_rule,first_hand_sources_checked,source_checked_at,progress_title,pdf_status,evidence_status,note_status,master_status,final_modules_or_bucket,source_limited,batch,closed,active_confirmed_core,record_status,inclusion_decision,duplicate_of,last_reviewed_at,last_reviewed_by,exported_at
ASD-0664,Autonomous computational catalysis through an agentic research system,Unknown,2026,arXiv,https://arxiv.org/abs/2601.13508,,https://arxiv.org/abs/2601.13508,2601.13508,Reference_PDF/03_Chemical_Sciences/Unknown_2026_Autonomous_Computational_Catalysis.pdf,True,Notes/03_Chemical_Sciences/Unknown_2026_Autonomous_Computational_Catalysis.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Agentic computational catalysis systems,no,LLM Agent;Tool-using Agent;Planning Agent;Hybrid Agent,simulation_modeling;tool_use_and_code_execution;result_interpretation;feedback_iteration,benchmark;computational_validation,system_platform;catalysis_discovery,medium_pending_full_text,core,03;04,none,multi_module,03,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,arXiv abstract + arXiv HTML full text `2601.13508v1` + official CatMaster repository,2026-06-21,Autonomous computational catalysis through an agentic research system,archived_pdf,first_hand_full_text_via_arxiv_fallback,updated,checked,03;04,no,Batch24Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0665,TSAgent: An Agentic Workflow for Autonomous Transition State Search,Unknown,2026,arXiv,https://arxiv.org/abs/2605.14154,,https://arxiv.org/abs/2605.14154,2605.14154,Reference_PDF/03_Chemical_Sciences/Unknown_2026_TSAgent.pdf,True,Notes/03_Chemical_Sciences/Unknown_2026_TSAgent.md,True,yes,to_read,,03,03.03,,legacy,low,unreviewed,Autonomous transition-state-search agents,no,LLM Agent;Planning Agent;Tool-using Agent;Hybrid Agent,simulation_modeling;tool_use_and_code_execution;feedback_iteration;autonomous_decision_making,computational_validation,system_platform;computational_chemistry,medium_pending_full_text,standard,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-04,TSAgent: An Agentic Workflow for Autonomous Transition State Search,archived_pdf,first_hand_full_text,updated,updated,03,no,Phase6FollowupR16Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0666,MatClaw: An Autonomous Code-First LLM Agent for End-to-End Materials Exploration,Unknown,2026,arXiv,https://arxiv.org/abs/2604.02688,,https://arxiv.org/abs/2604.02688,2604.02688,Reference_PDF/04_Materials_Science/Unknown_2026_MatClaw.pdf,True,Notes/04_Materials_Science/Unknown_2026_MatClaw.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Code-first materials exploration agents,no,LLM Agent;Tool-using Agent;Planning Agent;Hybrid Agent,tool_use_and_code_execution;workflow_orchestration;feedback_iteration;result_interpretation,benchmark;computational_validation,system_platform;materials_discovery,medium_pending_full_text,core,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-04,MatClaw: An Autonomous Code-First LLM Agent for End-to-End Materials Exploration,archived_pdf,first_hand_full_text,updated,updated,04,no,Phase6FollowupR12Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0667,From Natural Language to Materials Discovery: The Materials Knowledge Navigation Agent,Unknown,2026,arXiv,https://arxiv.org/abs/2602.11123,,https://arxiv.org/abs/2602.11123,2602.11123,Reference_PDF/04_Materials_Science/Unknown_2026_MKNA.pdf,True,Notes/04_Materials_Science/Unknown_2026_MKNA.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Language-guided materials discovery agents,no,LLM Agent;Tool-using Agent;Hybrid Agent,literature_search_and_reading;tool_use_and_code_execution;workflow_orchestration;feedback_iteration,benchmark;computational_validation,system_platform;materials_discovery,medium_pending_full_text,core,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-04,From Natural Language to Materials Discovery: The Materials Knowledge Navigation Agent,archived_pdf,first_hand_full_text,updated,updated,04,no,Phase6FollowupR12Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0668,Autonomous Multi-Agent AI for High-Throughput Polymer Informatics: From Property Prediction to Generative Design Across Synthetic and Bio-Polymers,Vani Nigam; Achuth Chandrasekhar; Amir Barati Farimani,2026,arXiv,https://arxiv.org/abs/2602.00103,,https://arxiv.org/abs/2602.00103,2602.00103,Reference_PDF/04_Materials_Science/Nigam_2026_Autonomous_Polymer_Informatics.pdf,True,Notes/04_Materials_Science/Nigam_2026_Autonomous_Polymer_Informatics.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Multi-agent polymer-discovery systems,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,literature_search_and_reading;tool_use_and_code_execution;data_analysis;feedback_iteration,benchmark;computational_validation,system_platform;materials_discovery,medium_high_primary_abstract,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-04,Autonomous Multi-Agent AI for High-Throughput Polymer Informatics: From Property Prediction to Generative Design Across Synthetic and Bio-Polymers,archived_pdf,first_hand_full_text,updated,updated,04,no,Phase6FollowupR17Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0669,MARBLE: Multi-Agent Reasoning for Bioinformatics Learning and Evolution,Sunghyun Kim; Seokwoo Yun; Youngseo Yun; Youngrak Lee; Sangsoo Lim,2026,arXiv,https://arxiv.org/abs/2601.14349,,https://arxiv.org/abs/2601.14349,2601.14349,Reference_PDF/06_Life_Sciences/Kim_2026_MARBLE.pdf,True,Notes/06_Life_Sciences/Kim_2026_MARBLE.md,True,yes,to_read,,06,06.03,,legacy,low,unreviewed,Autonomous bioinformatics multi-agent systems,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,literature_search_and_reading;tool_use_and_code_execution;feedback_iteration;autonomous_decision_making,benchmark;computational_validation,system_platform;bioinformatics_discovery,medium_high_primary_abstract,core,06;07,none,multi_module,06,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,,2026-06-24,MARBLE: Multi-Agent Reasoning for Bioinformatics Learning and Evolution,archived_pdf,first_hand_full_text,updated,updated,06;07,no,Batch27Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0670,Mozi: Governed Autonomy for Drug Discovery LLM Agents,He Cao; Siyu Liu; Fan Zhang; Zijing Liu; Hao Li; Bin Feng; Shengyuan Bai; Leqing Chen; Kai Xie; Yu Li,2026,arXiv,https://arxiv.org/abs/2603.03655,,https://arxiv.org/abs/2603.03655,2603.03655,Reference_PDF/07_Medical_and_Health_Sciences/Cao_2026_Mozi.pdf,True,Notes/07_Medical_and_Health_Sciences/Cao_2026_Mozi.md,True,yes,to_read,,07,07.04,,legacy,low,unreviewed,Governed drug-discovery LLM agents,no,LLM Agent;Tool-using Agent;Planning Agent;Hybrid Agent,workflow_orchestration;tool_use_and_code_execution;feedback_iteration;hypothesis_generation,benchmark;expert_evaluation,system_platform;drug_discovery,medium_high_primary_abstract,core,07,none,single_module,07,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-04,Mozi: Governed Autonomy for Drug Discovery LLM Agents,archived_pdf,first_hand_full_text,updated,updated,07,no,Phase6FollowupR14Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0671,AutoResearchClaw: Self-Reinforcing Autonomous Research with Human-AI Collaboration,Jiaqi Liu; Shi Qiu; Mairui Li; Bingzhou Li; Haonian Ji; Siwei Han; Xinyu Ye; Peng Xia; Zihan Dong; Meng Chen; Congyu Zhang; Letian Zhang; Guiming Chen; Haoqin Tu; Xinyu Yang; Lu Feng; Xujiang Zhao; Haifeng Chen; Jiawei Zhou; Xiao Wang; Weitong Zhang; Hongtu Zhu; Yun Li; Jieru Mei; Hongliang Fei; Jiaheng Zhang; Linjie Li; Linjun Zhang; Yuyin Zhou; Sheng Wang; Caiming Xiong; James Zou; Zeyu Zheng; Cihang Xie; Mingyu Ding; Huaxiu Yao,2026,arXiv,https://arxiv.org/abs/2605.20025,,https://arxiv.org/abs/2605.20025,2605.20025,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Liu_2026_AutoResearchClaw.pdf,True,Notes/01_Formal_Information_and_Computational_Sciences/Liu_2026_AutoResearchClaw.md,True,yes,to_read,,01,01.04,,legacy,low,unreviewed,Self-reinforcing autonomous research systems,no,LLM Agent;Multi-Agent System;Hybrid Agent;Human-in-the-loop Agent,hypothesis_generation;workflow_orchestration;evidence_assessment_and_validation;feedback_iteration,benchmark;expert_evaluation,system_platform;general_scientific_research,medium_pending_full_text,core,01;02;06,none,multi_module,01,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,arXiv PDF `2605.20025`,2026-06-20,AutoResearchClaw: Self-Reinforcing Autonomous Research with Human-AI Collaboration,archived_pdf,first_hand_full_text,updated,checked,01;02;06,no,Batch24Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0672,Polymer-Agent: Large Language Model Agent for Polymer Design,Vani Nigam; Achuth Chandrasekhar; Amir Barati Farimani,2026,Journal of Chemical Information and Modeling / arXiv,https://doi.org/10.1021/acs.jcim.6c00343,10.1021/acs.jcim.6c00343,https://doi.org/10.1021/acs.jcim.6c00343,,Reference_PDF/04_Materials_Science/Nigam_2026_Polymer_Agent.pdf,True,Notes/04_Materials_Science/Nigam_2026_Polymer_Agent.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Polymer-design agents,no,LLM Agent;Tool-using Agent;Hybrid Agent,tool_use_and_code_execution;result_interpretation;feedback_iteration;generative_design,computational_validation,system_platform;materials_discovery,medium_high_primary_abstract,standard,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-04,Polymer-Agent: Large Language Model Agent for Polymer Design,archived_pdf,first_hand_full_text,updated,updated,04,no,Phase6FollowupR17Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0673,Harnessing AtomisticSkills for Agentic Atomistic Research,Bowen Deng; Bohan Li; Matthew Cox; Hoje Chun; Juno Nam; Artur Lyssenko; Sathya Edamadaka; Jurgis Ruza; Xiaochen Du; Nofit Segal; Jesus Diaz Sanchez; Mingrou Xie; Ty Perez; Yu Yao; Miguel Steiner; Sauradeep Majumdar; Charles B. Musgrave III; Anirban Chandra; Abhirup Patra; Detlef Hohl; Connor W. Coley; Ju Li; Rafael Gomez-Bombarelli,2026,arXiv,https://arxiv.org/abs/2605.24002,,https://arxiv.org/abs/2605.24002,2605.24002,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Deng_2026_AtomisticSkills.pdf,True,Notes/01_Formal_Information_and_Computational_Sciences/Deng_2026_AtomisticSkills.md,True,yes,to_read,,01,01.04,,legacy,low,unreviewed,Agentic atomistic-research harness systems,no,LLM Agent;Tool-using Agent;Hybrid Agent,workflow_orchestration;tool_use_and_code_execution;feedback_iteration;result_interpretation,benchmark;computational_validation,system_platform;general_scientific_research,medium_pending_full_text,core,03;04;07,none,multi_module,04,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,,,Harnessing AtomisticSkills for Agentic Atomistic Research,archived_pdf,first_hand_full_text_via_arxiv_fallback,updated,checked,03;04;07,no,Batch24Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0674,GraphAgents: Knowledge Graph-Guided Agentic AI for Cross-Domain Materials Design,Isabella A. Stewart; Tarjei Paule Hage; Yu-Chuan Hsu; Markus J. Buehler,2026,arXiv,https://arxiv.org/abs/2602.07491,,https://arxiv.org/abs/2602.07491,2602.07491,Reference_PDF/04_Materials_Science/Stewart_2026_GraphAgents.pdf,True,Notes/04_Materials_Science/Stewart_2026_GraphAgents.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Knowledge-graph-guided materials-design agents,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,hypothesis_generation;literature_search_and_reading;workflow_orchestration;feedback_iteration,benchmark;case_study,system_platform;materials_discovery,medium_high_primary_abstract,core,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,GraphAgents: Knowledge Graph-Guided Agentic AI for Cross-Domain Materials Design,archived_pdf,first_hand_full_text_via_arxiv_fallback,updated,checked,04,no,Batch24Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0675,"MolClaw: An Autonomous Agent with Hierarchical Skills for Drug Molecule Evaluation, Screening, and Optimization",Lisheng Zhang; Lilong Wang; Xiangyu Sun; Wei Tang; Haoyang Su; Yuehui Qian; Qikui Yang; Qingsong Li; Zhenyu Tang; Haoran Sun; Yingnan Han; Yankai Jiang; Wenjie Lou; Bowen Zhou; Xiaosong Wang; Lei Bai; Zhengwei Xie,2026,arXiv,https://arxiv.org/abs/2604.21937,,https://arxiv.org/abs/2604.21937,2604.21937,Reference_PDF/07_Medical_and_Health_Sciences/Zhang_2026_MolClaw.pdf,True,Notes/07_Medical_and_Health_Sciences/Zhang_2026_MolClaw.md,True,yes,to_read,,07,07.04,,legacy,low,unreviewed,Hierarchical drug-molecule discovery agents,no,LLM Agent;Tool-using Agent;Planning Agent;Hybrid Agent,workflow_orchestration;tool_use_and_code_execution;evidence_assessment_and_validation;feedback_iteration,benchmark;computational_validation,system_platform;drug_discovery,medium_high_primary_abstract,core,07,none,single_module,07,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-06-24,"MolClaw: An Autonomous Agent with Hierarchical Skills for Drug Molecule Evaluation, Screening, and Optimization",archived_pdf,first_hand_full_text,updated,updated,07,no,Batch27Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0676,AutoSci: A Memory-Centric Agentic System for the Full Scientific Research Lifecycle,Unknown,2026,arXiv,https://arxiv.org/abs/2605.31468,,https://arxiv.org/abs/2605.31468,2605.31468,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Unknown_2026_AutoSci.pdf,True,Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2026_AutoSci.md,True,yes,to_read,,01,01.04,,legacy,low,unreviewed,Memory-centric scientific-research agents,no,LLM Agent;Multi-Agent System;Hybrid Agent,workflow_orchestration;feedback_iteration;evidence_assessment_and_validation;scientific_discourse,benchmark;case_study,system_platform;general_scientific_research,medium_metadata_with_abstract,core,01;06;07,none,multi_module,01,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,arXiv PDF `2605.31468`,2026-06-20,AutoSci: A Memory-Centric Agentic System for the Full Scientific Research Lifecycle,archived_pdf,first_hand_full_text_via_arxiv_fallback,updated,checked,01;06;07,no,Batch24Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0677,DeepRoot: A KG-Coordinated Multi-Agent System for Therapeutic Reasoning over Historical Medical Texts,Zijian Carl Ma; Sean J. Wang; Sijbren Manuel Kramer; Li Erran Li,2026,arXiv / OpenReview GenBio 2026 Poster,https://arxiv.org/abs/2606.15931,,https://arxiv.org/abs/2606.15931,2606.15931,Reference_PDF/07_Medical_and_Health_Sciences/Ma_2026_DeepRoot.pdf,True,Notes/07_Medical_and_Health_Sciences/Ma_2026_DeepRoot.md,True,yes,to_read,,07,07.04,,legacy,low,unreviewed,Therapeutic reasoning and lead-discovery agents,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,literature_search_and_reading;hypothesis_generation;evidence_assessment_and_validation;feedback_iteration,benchmark;expert_evaluation,system_platform;drug_discovery,medium_high_primary_abstract,core,07,none,single_module,07,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,DeepRoot: A KG-Coordinated Multi-Agent System for Therapeutic Reasoning over Historical Medical Texts,archived_pdf,first_hand_full_text,updated,updated,07,no,Batch27Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0678,Latent-Y: A Lab-Validated Autonomous Agent for De Novo Drug Design,Latent Labs Team: Sebastian M. Schmon; Daniella Pretorius; Simon Mathis; Rebecca Bartke-Croughan; Aishaini Puvanendran; James Vuckovic; Henry Kenlay; M��ria Vlachynsk��; Alex Bridgland; Ivan Grishin; Sven Over; David Li; Bridget Li; Jonathan Crabb��; Agrin Hilmkil; Alexander W. R. Nelson; David Yuan; Annette Obika; Simon A. A. Kohl,2026,arXiv,https://arxiv.org/abs/2603.29727,,https://arxiv.org/abs/2603.29727,2603.29727,Reference_PDF/07_Medical_and_Health_Sciences/Schmon_2026_Latent_Y.pdf,True,Notes/07_Medical_and_Health_Sciences/Schmon_2026_Latent_Y.md,True,yes,to_read,,07,07.04,,legacy,low,unreviewed,Lab-validated de novo drug-design agents,no,LLM Agent;Tool-using Agent;Planning Agent;Hybrid Agent,literature_search_and_reading;hypothesis_generation;tool_use_and_code_execution;evidence_assessment_and_validation,wet_lab_validation;expert_evaluation,system_platform;drug_discovery,medium_high_primary_abstract,core,07,none,single_module,07,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Latent-Y: A Lab-Validated Autonomous Agent for De Novo Drug Design,archived_pdf,first_hand_abstract_review_packet,updated,checked,07,no,Batch20Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0679,Rhizome OS-1: Rhizome's Semi-Autonomous Operating System for Small Molecule Drug Discovery,Yiwen Wang; Gregory Sinenka; Xhuliano Brace,2026,arXiv,https://arxiv.org/abs/2604.07512,,https://arxiv.org/abs/2604.07512,2604.07512,Reference_PDF/07_Medical_and_Health_Sciences/Wang_2026_Rhizome_OS_1.pdf,True,Notes/07_Medical_and_Health_Sciences/Wang_2026_Rhizome_OS_1.md,True,yes,to_read,,07,07.04,,legacy,low,unreviewed,Semi-autonomous small-molecule discovery systems,no,LLM Agent;Multi-Agent System;Tool-using Agent;Human-in-the-loop Agent;Hybrid Agent,workflow_orchestration;tool_use_and_code_execution;hypothesis_generation;feedback_iteration,real_world_deployment;expert_evaluation,system_platform;drug_discovery,high_primary_pdf,standard,03;07,none,multi_module,07,medium,manual_override,structured_remark_primary_module_for_filing,Remarks,high,structured_remark_token,,2026-06-24,Rhizome OS-1: Rhizome's Semi-Autonomous Operating System for Small Molecule Drug Discovery,archived_pdf,first_hand_full_text,updated,updated,03;07,no,Batch30Partial2,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0680,Agentic Fusion of Large Atomic and Language Models to Accelerate Superconductor Discovery,Mingze Li; Yu Rong; Songyou Li; Lihong Wang; Jiacheng Cen; Liming Wu; Anyi Li; Zongzhao Li; Qiuliang Liu; Rui Jiao; Tian Bian; Pengju Wang; Hao Sun; Jianfeng Zhang; Ji-Rong Wen; Deli Zhao; Shifeng Jin; Tingyang Xu; Wenbing Huang,2026,arXiv,https://arxiv.org/abs/2604.23758,,https://arxiv.org/abs/2604.23758,2604.23758,Reference_PDF/04_Materials_Science/Liu_2026_ElementsClaw_Superconductors.pdf,True,Notes/04_Materials_Science/Liu_2026_ElementsClaw_Superconductors.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Superconductor-discovery agent systems,no,LLM Agent;Tool-using Agent;Hybrid Agent,hypothesis_generation;tool_use_and_code_execution;workflow_orchestration;feedback_iteration,wet_lab_validation;computational_validation,system_platform;materials_discovery,medium_high_primary_abstract,core,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-06-22,Agentic Fusion of Large Atomic and Language Models to Accelerate Superconductor Discovery,archived_pdf,first_hand_abstract_review_packet,updated,updated,04,no,Batch20Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0681,Agentic LLM Reasoning in a Self-Driving Laboratory for Air-Sensitive Lithium Halide Spinel Conductors,Yuxing Fei; Bernardus Rendy; Xiaochen Yang; Junhee Woo; Xu Huang; Chang Li; Shilong Wang; David Milsted; Yan Zeng; Gerbrand Ceder,2026,arXiv,https://arxiv.org/abs/2604.11957,,https://arxiv.org/abs/2604.11957,2604.11957,Reference_PDF/04_Materials_Science/Fei_2026_Agentic_LLM_Reasoning_A_Lab.pdf,True,Notes/04_Materials_Science/Fei_2026_Agentic_LLM_Reasoning_A_Lab.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Self-driving-lab conductor-discovery agents,no,LLM Agent;Robot / Embodied Agent;Tool-using Agent;Hybrid Agent,experimental_design;experiment_execution;result_interpretation;feedback_iteration,robotic_experiment;wet_lab_validation,system_platform;materials_discovery,medium_high_primary_abstract,core,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,Agentic LLM Reasoning in a Self-Driving Laboratory for Air-Sensitive Lithium Halide Spinel Conductors,archived_pdf,first_hand_abstract_review_packet,updated,checked,04,no,Batch20Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0682,El Agente S��lido: A New Age(nt) for Solid State Simulations,Sai Govind Hari Kumar; Yunheng Zou; Andrew Wang; Jesus Valdes-Hernandez; Tsz Wai Ko; Nathan Yue; Olivia Leng; Hanyong Xu; Chris Crebolder; Alan Aspuru-Guzik; Varinia Bernales,2026,arXiv,https://arxiv.org/abs/2602.17886,,https://arxiv.org/abs/2602.17886,2602.17886,Reference_PDF/04_Materials_Science/Kumar_2026_El_Agente_Solido.pdf,True,Notes/04_Materials_Science/Kumar_2026_El_Agente_Solido.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Solid-state simulation agent frameworks,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,tool_use_and_code_execution;workflow_orchestration;result_interpretation;feedback_iteration,computational_validation,system_platform;materials_discovery,medium_pending_full_text,core,04,none,single_module,04,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-23,El Agente S贸lido: A New Age(nt) for Solid State Simulations,archived_pdf,first_hand_full_text,updated,updated,04,no,Batch25Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0683,PeroMAS: A Multi-agent System of Perovskite Material Discovery,Yishu Wang; Wei Liu; Yifan Li; Shengxiang Xu; Xujie Yuan; Ran Li; Yuyu Luo; Jia Zhu; Shimin Di; Min-Ling Zhang; Guixiang Li,2026,arXiv,https://arxiv.org/abs/2602.13312,,https://arxiv.org/abs/2602.13312,2602.13312,Reference_PDF/04_Materials_Science/Wang_2026_PeroMAS.pdf,True,Notes/04_Materials_Science/Wang_2026_PeroMAS.md,True,yes,to_read,,04,04.04,,legacy,low,unreviewed,Perovskite-discovery multi-agent systems,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,literature_search_and_reading;data_analysis;workflow_orchestration;feedback_iteration,wet_lab_validation;computational_validation,system_platform;materials_discovery,medium_high_primary_abstract,core,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,PeroMAS: A Multi-agent System of Perovskite Material Discovery,archived_pdf,first_hand_abstract_review_packet,updated,checked,04,no,Batch20Partial1,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0684,ChemNavigator: Agentic AI Discovery of Design Rules for Organic Photocatalysts,Iman Peivaste; Ahmed Makradi; Salim Belouettar,2026,arXiv,https://arxiv.org/abs/2601.17084,,https://arxiv.org/abs/2601.17084,2601.17084,Reference_PDF/03_Chemical_Sciences/Peivaste_2026_ChemNavigator.pdf,True,Notes/03_Chemical_Sciences/Peivaste_2026_ChemNavigator.md,True,yes,to_read,,03,03.04,,legacy,low,unreviewed,Organic-photocatalyst design-rule discovery agents,no,LLM Agent;Tool-using Agent;Planning Agent;Hybrid Agent,hypothesis_generation;experimental_design;simulation_modeling;result_interpretation;feedback_iteration,computational_validation;statistical_validation,scientific_discovery;chemical_discovery,medium_high_primary_abstract,core,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,2026-07-04,ChemNavigator: Agentic AI Discovery of Design Rules for Organic Photocatalysts,archived_pdf,first_hand_full_text,updated,updated,03,no,Phase6FollowupR12Approx,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0685,STELLA: Self-Evolving LLM Agent for Biomedical Research,Ruofan Jin; Zaixi Zhang; Mengdi Wang; Le Cong,2025,arXiv,https://arxiv.org/abs/2507.02004,,https://arxiv.org/abs/2507.02004,2507.02004,,False,,False,yes,excluded,Duplicate restatement of ASD-0077; keep ASD-0077 as canonical for stable ID continuity and revisit its 06/07 placement separately if needed.,06,06.03,,legacy,low,unreviewed,Biomedical / bioinformatics research agents,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,literature_search_and_reading;tool_use_and_code_execution;feedback_iteration;autonomous_decision_making,benchmark;expert_evaluation,system_platform;biomedical_research,high_duplicate,do_not_cite,06,none,single_module,06,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,duplicate,duplicate,ASD-0077,,,2026-07-06T07:53:02+00:00
ASD-0686,From Intention To Implementation: Automating Biomedical Research via LLMs,Yi Luo; Linghang Shi; Yihao Li; Aobo Zhuang; Yeyun Gong; Ling Liu; Chen Lin,2025,Science China Information Sciences / arXiv,https://arxiv.org/abs/2412.09429,,https://arxiv.org/abs/2412.09429,2412.09429,,False,,False,yes,excluded,Duplicate of ASD-0254; keep ASD-0254 as the canonical stable-ID record after boundary rescreen promotion.,06,06.03,,legacy,low,unreviewed,Biomedical dry-lab research agents,no,LLM Agent;Multi-Agent System;Tool-using Agent;Hybrid Agent,literature_search_and_reading;experimental_design;tool_use_and_code_execution;evidence_assessment_and_validation,benchmark;expert_evaluation,system_platform;biomedical_research,high_duplicate,do_not_cite,06,none,single_module,06,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,duplicate,duplicate,ASD-0254,,,2026-07-06T07:53:02+00:00
