paper_id,assignment_id,discipline_local_code,discipline_local_rank,discipline_display_order,assignment_status,assigned_at,assigned_by,retired_at,redirected_to_code,assignment_reason,pending_reason,primary_module_for_filing,primary_module_confidence,primary_module_assignment_rule,primary_module_override_reason,primary_taxonomy_code_2lvl,legacy_secondary_class,secondary_class_source,secondary_class_confidence,secondary_class_review_status,scientific_object_modules,general_method_bucket,title,note_path,pdf_path,active_confirmed_core,is_derived_snapshot,generated_at,generated_by,source_commit,worktree_dirty
ASD-0740,DCA-000336,03-04-022,022,03-04-022,active_code,2026-07-05,codex,,,initial_assignment,,03,medium,manual_override,structured_remark_primary_module_for_filing,03.04,03.04,legacy,low,unreviewed,03;04,none,Discovery of tunable and soluble organic emitters for solid-state lasers with a self-driving laboratory,Notes/03_Chemical_Sciences/Park_2026_Organic_Emitters_SelfDriving_Lab.md,Reference_PDF/03_Chemical_Sciences/Park_2026_Organic_Emitters_SelfDriving_Lab.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0741,DCA-000337,06-03-037,037,06-03-037,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,Spatial transcriptomics AI agent charts hPSC-pancreas maturation in vivo,Notes/06_Life_Sciences/Lin_2025_Spatial_Transcriptomics_Pancreas_Maturation.md,Reference_PDF/06_Life_Sciences/Lin_2025_Spatial_Transcriptomics_Pancreas_Maturation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0742,DCA-000338,06-01-001,001,06-01-001,active_code,2026-07-05,codex,,,initial_assignment,,06,medium,manual_override,structured_remark_primary_module_for_filing,06.01,06.01,legacy,low,unreviewed,06;07,none,Talk2Biomodels: AI agent-based open-source LLM initiative for kinetic biological models,Notes/06_Life_Sciences/Wehling_2025_Talk2Biomodels.md,Reference_PDF/06_Life_Sciences/Wehling_2025_Talk2Biomodels.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0743,DCA-000339,06-03-038,038,06-03-038,active_code,2026-07-05,codex,,,initial_assignment,,06,medium,manual_override,structured_remark_primary_module_for_filing,06.03,06.03,legacy,low,unreviewed,06;07,none,STAT: A multi-agent framework for integrated and interactive spatial transcriptomics analysis,Notes/06_Life_Sciences/Chen_2026_STAT_Spatial_Transcriptomics.md,Reference_PDF/06_Life_Sciences/Chen_2026_STAT_Spatial_Transcriptomics.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0744,DCA-000340,06-03-039,039,06-03-039,active_code,2026-07-05,codex,,,initial_assignment,,06,medium,manual_override,structured_remark_primary_module_for_filing,06.03,06.03,legacy,low,unreviewed,06;07,none,"BioGAIP: A Scalable, User-Friendly and Robust LLM-Powered Multi-Agent System for Automated Bioinformatics Tasks",Notes/06_Life_Sciences/Zhang_2026_BioGAIP_Bioinformatics.md,Reference_PDF/06_Life_Sciences/Zhang_2026_BioGAIP_Bioinformatics.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0745,DCA-000341,06-03-040,040,06-03-040,active_code,2026-07-05,codex,,,initial_assignment,,06,medium,manual_override,structured_remark_primary_module_for_filing,06.03,06.03,legacy,low,unreviewed,06;07,none,BioLab: End-to-End Autonomous Life Sciences Research with Multi-Agents System Integrating Biological Foundation Models,Notes/06_Life_Sciences/Jin_2025_BioLab_Life_Sciences.md,Reference_PDF/06_Life_Sciences/Jin_2025_BioLab_Life_Sciences.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0747,DCA-000342,09-01-007,007,09-01-007,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.01,09.01,legacy,low,unreviewed,09,none,VFEAgent: A Multimodal Agent Framework for End-to-End Automated Finite Element Analysis,Notes/09_Engineering_and_Industrial_Technology_Sciences/Zhang_2026_VFEAgent_Finite_Element_Analysis.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Zhang_2026_VFEAgent_Finite_Element_Analysis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0748,DCA-000343,02-01-010,010,02-01-010,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.01,02.01,legacy,low,unreviewed,02,none,ASTER -- Agentic Science Toolkit for Exoplanet Research,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Panek_2026_ASTER_Exoplanet_Research.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Panek_2026_ASTER_Exoplanet_Research.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0749,DCA-000344,09-02-004,004,09-02-004,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.02,09.02,legacy,low,unreviewed,09,none,Self-Refining Topology Optimization via an LLM-Based Multi-Agent Framework,Notes/09_Engineering_and_Industrial_Technology_Sciences/Park_2026_TopOptAgents.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Park_2026_TopOptAgents.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0750,DCA-000345,02-02-007,007,02-02-007,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.02,02.02,legacy,low,unreviewed,02,none,GRACE: an Agentic AI for Particle Physics Experiment Design and Simulation,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Kaboth_2026_GRACE_Particle_Physics_Design.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Kaboth_2026_GRACE_Particle_Physics_Design.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0751,DCA-000346,02-01-011,011,02-01-011,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.01,02.01,legacy,low,unreviewed,02,none,Beyond AI as Assistants: Toward Autonomous Discovery in Cosmology,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Xu_2026_Autonomous_Discovery_Cosmology.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Xu_2026_Autonomous_Discovery_Cosmology.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0752,DCA-000347,09-05-002,002,09-05-002,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.05,09.05,legacy,low,unreviewed,09,none,Integrating Large Language Models for Automated Structural Analysis,Notes/09_Engineering_and_Industrial_Technology_Sciences/Liang_2025_Automated_Structural_Analysis.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Liang_2025_Automated_Structural_Analysis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0753,DCA-000348,09-05-003,003,09-05-003,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.05,09.05,legacy,low,unreviewed,09,none,A Lightweight Large Language Model-Based Multi-Agent System for 2D Frame Structural Analysis,Notes/09_Engineering_and_Industrial_Technology_Sciences/Geng_2025_MultiAgent_2D_Frame_Analysis.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Geng_2025_MultiAgent_2D_Frame_Analysis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0754,DCA-000349,09-05-004,004,09-05-004,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.05,09.05,legacy,low,unreviewed,09,none,Automating Structural Engineering Workflows with Large Language Model Agents,Notes/09_Engineering_and_Industrial_Technology_Sciences/Liang_2025_MASSE_Structural_Engineering.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Liang_2025_MASSE_Structural_Engineering.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0755,DCA-000350,09-05-005,005,09-05-005,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.05,09.05,legacy,low,unreviewed,09,none,Automating Structural Analysis Across Multiple Software Platforms Using Large Language Models,Notes/09_Engineering_and_Industrial_Technology_Sciences/Geng_2026_CrossPlatform_Structural_Analysis.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Geng_2026_CrossPlatform_Structural_Analysis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0756,DCA-000351,09-05-006,006,09-05-006,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.05,09.05,legacy,low,unreviewed,09,none,Agentic Large Language Models for Automated Structural Analysis of 3D Frame Systems,Notes/09_Engineering_and_Industrial_Technology_Sciences/Geng_2026_Agentic_3D_Frame_Analysis.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Geng_2026_Agentic_3D_Frame_Analysis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0757,DCA-000352,09-02-005,005,09-02-005,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.02,09.02,legacy,low,unreviewed,09,none,CADSmith: Multi-Agent CAD Generation with Programmatic Geometric Validation,Notes/09_Engineering_and_Industrial_Technology_Sciences/Barkley_2026_CADSmith.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Barkley_2026_CADSmith.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0758,DCA-000353,09-02-006,006,09-02-006,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.02,09.02,legacy,low,unreviewed,09,none,Self-Improving CAD Generation Agents with Finite Element Analysis as Feedback,Notes/09_Engineering_and_Industrial_Technology_Sciences/Son_2026_CAD_Generation_FEA_Feedback.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Son_2026_CAD_Generation_FEA_Feedback.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0759,DCA-000354,02-02-008,008,02-02-008,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.02,02.02,legacy,low,unreviewed,02,none,PhysMaster: Building an Autonomous AI Physicist for Theoretical and Computational Physics Research,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Miao_2025_PhysMaster.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Miao_2025_PhysMaster.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0760,DCA-000355,02-02-009,009,02-02-009,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.02,02.02,legacy,low,unreviewed,02,none,Towards autonomous quantum physics research using LLM agents with access to intelligent tools,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Arlt_2025_AI_Mandel_Quantum_Physics.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Arlt_2025_AI_Mandel_Quantum_Physics.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0761,DCA-000356,02-02-010,010,02-02-010,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.02,02.02,legacy,low,unreviewed,02,none,AI Agents for Variational Quantum Circuit Design,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Knipfer_2026_VQC_Agent_Design.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Knipfer_2026_VQC_Agent_Design.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0762,DCA-000357,02-02-011,011,02-02-011,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.02,02.02,legacy,low,unreviewed,02,none,LLM-based Multi-Agent Copilot for Quantum Sensor,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Sha_2025_QCopilot_Quantum_Sensor.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Sha_2025_QCopilot_Quantum_Sensor.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0763,DCA-000358,02-02-012,012,02-02-012,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.02,02.02,legacy,low,unreviewed,02,none,From Experimental Limits to Physical Insight: A Retrieval-Augmented Multi-Agent Framework for Interpreting Searches Beyond the Standard Model,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Cakir_2026_HEP_CoPilot_BSM_Interpretation.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Cakir_2026_HEP_CoPilot_BSM_Interpretation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0764,DCA-000359,02-01-012,012,02-01-012,active_code,2026-07-05,codex,,,initial_assignment,,02,high,main_scientific_object,,02.01,02.01,legacy,low,unreviewed,02,none,An agentic framework for gravitational-wave counterpart association in the multi-messenger era,Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Dong_2026_GW_Eyes_Multimessenger_Association.md,Reference_PDF/02_Physics_Astronomy_and_Cosmic_Sciences/Dong_2026_GW_Eyes_Multimessenger_Association.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0765,DCA-000360,05-02-008,008,05-02-008,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.02,05.02,legacy,low,unreviewed,05,none,CLIMATEAGENT: Multi-Agent Orchestration for Complex Climate Data Science Workflows,Notes/05_Earth_and_Environmental_Sciences/Kim_2025_ClimateAgent_Climate_Data_Science.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Kim_2025_ClimateAgent_Climate_Data_Science.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0766,DCA-000361,11-07-022,022,11-07-022,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,"ReviewGrounder: Improving Review Substantiveness with Rubric-Guided, Tool-Integrated Agents",Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ReviewGrounder.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ReviewGrounder.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0768,DCA-000362,11-07-023,023,11-07-023,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,When Reviews Disagree: Fine-Grained Contradiction Analysis in Scientific Peer Reviews,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_When_Reviews_Disagree.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_When_Reviews_Disagree.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0769,DCA-000363,07-04-032,032,07-04-032,active_code,2026-07-05,codex,,,initial_assignment,,07,high,main_scientific_object,,07.04,07.04,legacy,low,unreviewed,07,none,DeepER-Med: Advancing Deep Evidence-Based Research in Medicine Through Agentic AI,Notes/07_Medical_and_Health_Sciences/Wang_2026_DeepER_Med.md,Reference_PDF/07_Medical_and_Health_Sciences/Wang_2026_DeepER_Med.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0770,DCA-000364,06-03-041,041,06-03-041,active_code,2026-07-05,codex,,,initial_assignment,,06,medium,manual_override,structured_remark_primary_module_for_filing,06.03,06.03,legacy,low,unreviewed,06;07,none,Progressive Multi-Agent Reasoning for Biological Perturbation Prediction,Notes/06_Life_Sciences/Kim_2026_PBio_Agent_Perturbation_Biology.md,Reference_PDF/06_Life_Sciences/Kim_2026_PBio_Agent_Perturbation_Biology.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0771,DCA-000365,07-02-001,001,07-02-001,active_code,2026-07-05,codex,,,initial_assignment,,07,high,main_scientific_object,,07.02,07.02,legacy,low,unreviewed,07,none,Process-Supervised Multi-Agent Reinforcement Learning for Reliable Clinical Reasoning,Notes/07_Medical_and_Health_Sciences/Lee_2026_Process_Supervised_Clinical_Reasoning.md,Reference_PDF/07_Medical_and_Health_Sciences/Lee_2026_Process_Supervised_Clinical_Reasoning.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0772,DCA-000366,05-01-001,001,05-01-001,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.01,05.01,legacy,low,unreviewed,05,none,TRACE: A Multi-Agent System for Autonomous Physical Reasoning for Seismology,Notes/05_Earth_and_Environmental_Sciences/Liu_2026_TRACE_Seismology.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Liu_2026_TRACE_Seismology.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0773,DCA-000367,07-02-002,002,07-02-002,active_code,2026-07-05,codex,,,initial_assignment,,07,high,main_scientific_object,,07.02,07.02,legacy,low,unreviewed,07,none,Skill-Augmented AI Agents for Medical Research Analysis: An Exploratory Multi-Model Human Evaluation in an NSCLC Transcriptomic Biomarker Task,Notes/07_Medical_and_Health_Sciences/Yao_2026_Skill_Augmented_Medical_Research_Analysis.md,Reference_PDF/07_Medical_and_Health_Sciences/Yao_2026_Skill_Augmented_Medical_Research_Analysis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0774,DCA-000368,07-03-001,001,07-03-001,active_code,2026-07-05,codex,,,initial_assignment,,07,high,main_scientific_object,,07.03,07.03,legacy,low,unreviewed,07,none,Causal-Enhanced AI Agents for Medical Research Screening,Notes/07_Medical_and_Health_Sciences/Ngo_2026_Causal_Enhanced_Medical_Research_Screening.md,Reference_PDF/07_Medical_and_Health_Sciences/Ngo_2026_Causal_Enhanced_Medical_Research_Screening.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0775,DCA-000369,09-01-008,008,09-01-008,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.01,09.01,legacy,low,unreviewed,09,none,Owl-AuraID 1.0: An Intelligent System for Autonomous Scientific Instrumentation and Scientific Data Analysis,Notes/09_Engineering_and_Industrial_Technology_Sciences/Deng_2026_Owl_AuraID_Instrumentation.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Deng_2026_Owl_AuraID_Instrumentation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0779,DCA-000370,09-04-002,002,09-04-002,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.04,09.04,legacy,low,unreviewed,09,none,From Text to Simulation: A Multi-Agent LLM Workflow for Automated Chemical Process Design,Notes/09_Engineering_and_Industrial_Technology_Sciences/Tian_2026_Text_to_Simulation_Process_Design.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Tian_2026_Text_to_Simulation_Process_Design.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0780,DCA-000371,09-04-003,003,09-04-003,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.04,09.04,legacy,low,unreviewed,09,none,Context is all you need: Towards autonomous model-based process design using agentic AI in flowsheet simulations,Notes/09_Engineering_and_Industrial_Technology_Sciences/Schaefer_2026_Agentic_Flowsheet_Process_Design.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Schaefer_2026_Agentic_Flowsheet_Process_Design.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0781,DCA-000372,09-04-004,004,09-04-004,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.04,09.04,legacy,low,unreviewed,09,none,Large Language Model Agent for User-friendly Chemical Process Simulations,Notes/09_Engineering_and_Industrial_Technology_Sciences/Liang_2026_User_Friendly_Chemical_Process_Simulations.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Liang_2026_User_Friendly_Chemical_Process_Simulations.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0782,DCA-000373,09-01-009,009,09-01-009,active_code,2026-07-05,codex,,,initial_assignment,,09,medium,manual_override,structured_remark_primary_module_for_filing,09.01,09.01,legacy,low,unreviewed,02;09,none,"CFDagent: A Language-Guided, Zero-Shot Multi-Agent System for Complex Flow Simulation",Notes/09_Engineering_and_Industrial_Technology_Sciences/Xu_2025_CFDagent.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Xu_2025_CFDagent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0783,DCA-000374,05-04-005,005,05-04-005,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.04,05.04,legacy,low,unreviewed,05,none,RemoteAgent: Bridging Vague Human Intents and Earth Observation with RL-based Agentic MLLMs,Notes/05_Earth_and_Environmental_Sciences/Yao_2026_RemoteAgent_Earth_Observation.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Yao_2026_RemoteAgent_Earth_Observation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0784,DCA-000375,05-04-006,006,05-04-006,active_code,2026-07-05,codex,,,initial_assignment,,05,high,main_scientific_object,,05.04,05.04,legacy,low,unreviewed,05,none,GISclaw: A Comprehensive Open-Source LLM Agent System for Realistic Multi-Step Geospatial Analysis,Notes/05_Earth_and_Environmental_Sciences/Han_2026_GISclaw.md,Reference_PDF/05_Earth_and_Environmental_Sciences/Han_2026_GISclaw.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0786,DCA-000376,11-07-024,024,11-07-024,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,AgentReview: Exploring Peer Review Dynamics with LLM Agents,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2024_AgentReview.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2024_AgentReview.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0787,DCA-000377,03-04-023,023,03-04-023,active_code,2026-07-05,codex,,,initial_assignment,,03,medium,manual_override,structured_remark_primary_module_for_filing,03.04,03.04,legacy,low,unreviewed,03;04;06,none,SciToolAgent: a knowledge-graph-driven scientific agent for multitool integration,Notes/01_Formal_Information_and_Computational_Sciences/Ding_2025_SciToolAgent.md,Reference_PDF/03_Chemical_Sciences/Ding_2025_SciToolAgent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0789,DCA-000378,09-01-010,010,09-01-010,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.01,09.01,legacy,low,unreviewed,09,none,TEM Agent: enhancing transmission electron microscopy with modern AI tools,Notes/09_Engineering_and_Industrial_Technology_Sciences/Wall_2026_TEM_Agent.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Wall_2026_TEM_Agent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0790,DCA-000379,04-04-064,064,04-04-064,active_code,2026-07-05,codex,,,initial_assignment,,04,medium,manual_override,structured_remark_primary_module_for_filing,04.04,04.04,legacy,low,unreviewed,03;04,none,Hierarchical Multi-agent Large Language Model Reasoning for Autonomous Heterogeneous Catalyst Discovery,Notes/04_Materials_Science/Rothfarb_2026_Heterogeneous_Catalyst_Discovery.md,Reference_PDF/04_Materials_Science/Rothfarb_2026_Heterogeneous_Catalyst_Discovery.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0791,DCA-000380,04-04-065,065,04-04-065,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Escaping the hydrolysis trap: a react agent for inverse design of durable photocatalytic covalent organic frameworks,Notes/04_Materials_Science/Peivaste_2026_Ara_Durable_Photocatalytic_COFs.md,Reference_PDF/04_Materials_Science/Peivaste_2026_Ara_Durable_Photocatalytic_COFs.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0792,DCA-000381,04-04-066,066,04-04-066,active_code,2026-07-05,codex,,,initial_assignment,,04,medium,manual_override,structured_remark_primary_module_for_filing,04.04,04.04,legacy,low,unreviewed,03;04,none,Autonomous heterogeneous catalyst discovery with a self-evolving multi-agent digital twin,Notes/04_Materials_Science/Song_2026_CatDT_Heterogeneous_Catalyst_Discovery.md,Reference_PDF/04_Materials_Science/Song_2026_CatDT_Heterogeneous_Catalyst_Discovery.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0793,DCA-000382,03-03-028,028,03-03-028,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Adsorb-Agent: Autonomous Identification of Stable Adsorption Configurations via Large Language Model Agent,Notes/03_Chemical_Sciences/Ock_2024_Adsorb_Agent.md,Reference_PDF/03_Chemical_Sciences/Ock_2024_Adsorb_Agent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
